epoch,accuracy,loss,val_accuracy,val_loss
0,0.038991544395685196,7.007918357849121,0.03821989521384239,6.969566822052002
1,0.03968963772058487,6.9657697677612305,0.03821989521384239,6.963195323944092
2,0.039915066212415695,6.980597496032715,0.03821989521384239,6.955237865447998
3,0.03992960974574089,6.98502779006958,0.03821989521384239,6.9675445556640625
4,0.039951425045728683,6.975360870361328,0.03821989521384239,6.956053733825684
5,0.03975508362054825,6.957276821136475,0.03821989521384239,6.957519054412842
6,0.03920242562890053,6.910600662231445,0.03938336297869682,6.8614678382873535
7,0.052131734788417816,6.7384161949157715,0.060500290244817734,6.722514629364014
8,0.06553371250629425,6.614625453948975,0.06538685411214828,6.660301208496094
9,0.07210744917392731,6.542911529541016,0.06759744137525558,6.6460161209106445
10,0.0761287659406662,6.486509799957275,0.06783013045787811,6.613232612609863
11,0.08209893852472305,6.434123992919922,0.07143688201904297,6.587279319763184
12,0.08601118624210358,6.393213748931885,0.06858638674020767,6.617392063140869
13,0.09010522067546844,6.353411674499512,0.06916812062263489,6.644981384277344
14,0.0936393290758133,6.316522121429443,0.06969168037176132,6.644466876983643
15,0.0976170226931572,6.2717766761779785,0.07358929514884949,6.639763355255127
16,0.10276547819375992,6.227797508239746,0.0719604417681694,6.69852352142334
