epoch,accuracy,loss,val_accuracy,val_loss
0,0.03974054008722305,9.19788646697998,0.03821989521384239,9.162518501281738
1,0.03995869681239128,9.071367263793945,0.03821989521384239,8.799535751342773
2,0.03995869681239128,7.966001510620117,0.03821989521384239,7.492578506469727
3,0.03995869681239128,7.295042514801025,0.03821989521384239,7.207923889160156
4,0.03995869681239128,7.096660614013672,0.03821989521384239,7.076765060424805
5,0.03995869681239128,7.000275611877441,0.03821989521384239,7.0082478523254395
6,0.03995869681239128,6.945624828338623,0.03821989521384239,6.966627597808838
7,0.03995869681239128,6.910150051116943,0.03821989521384239,6.938726902008057
8,0.03995869681239128,6.885183811187744,0.03821989521384239,6.918887138366699
9,0.03995869681239128,6.866671085357666,0.03821989521384239,6.904233455657959
10,0.03995869681239128,6.852462291717529,0.03821989521384239,6.893086910247803
11,0.03995869681239128,6.841247081756592,0.03821989521384239,6.884408473968506
12,0.03995869681239128,6.832178592681885,0.03821989521384239,6.877518653869629
13,0.03995869681239128,6.824711322784424,0.03821989521384239,6.87196159362793
14,0.03995869681239128,6.818487167358398,0.03821989521384239,6.867423057556152
15,0.03995869681239128,6.813238143920898,0.03821989521384239,6.863668918609619
16,0.03995869681239128,6.8087544441223145,0.03821989521384239,6.860538959503174
17,0.03995869681239128,6.8048930168151855,0.03821989521384239,6.857902526855469
18,0.03995869681239128,6.801506996154785,0.03821989521384239,6.855669975280762
19,0.03995869681239128,6.79857063293457,0.03821989521384239,6.853771209716797
