epoch,accuracy,loss,val_accuracy,val_loss
0,0.0374499149620533,7.998142719268799,0.03821989521384239,7.36869478225708
1,0.03995869681239128,7.18971586227417,0.03821989521384239,7.125024318695068
2,0.03995869681239128,7.032323837280273,0.03821989521384239,7.027781963348389
3,0.03995869681239128,6.960000991821289,0.03821989521384239,6.976072788238525
4,0.03995869681239128,6.917533874511719,0.03821989521384239,6.943605422973633
5,0.03995869681239128,6.889193058013916,0.03821989521384239,6.921385765075684
6,0.03995869681239128,6.8688836097717285,0.03821989521384239,6.905392646789551
7,0.03995869681239128,6.853605270385742,0.03821989521384239,6.893466472625732
8,0.03995869681239128,6.841756820678711,0.03821989521384239,6.884318828582764
9,0.03995869681239128,6.832289218902588,0.03821989521384239,6.8771514892578125
10,0.03995869681239128,6.824582099914551,0.03821989521384239,6.871432781219482
11,0.03995869681239128,6.818207263946533,0.03821989521384239,6.866801738739014
12,0.03995869681239128,6.8128533363342285,0.03821989521384239,6.86299991607666
13,0.03995869681239128,6.808310508728027,0.03821989521384239,6.859854698181152
14,0.03995869681239128,6.804400444030762,0.03821989521384239,6.857227802276611
15,0.03995869681239128,6.801015853881836,0.03821989521384239,6.855013370513916
16,0.03995869681239128,6.7980637550354,0.03821989521384239,6.853143215179443
17,0.03995869681239128,6.795473575592041,0.03821989521384239,6.8515543937683105
18,0.03995869681239128,6.793170928955078,0.03821989521384239,6.85019588470459
19,0.03995869681239128,6.791121959686279,0.03821989521384239,6.849038124084473
