epoch,accuracy,loss,val_accuracy,val_loss
0,0.03944239765405655,7.847620487213135,0.03821989521384239,7.305484771728516
1,0.039915066212415695,7.16387414932251,0.03821989521384239,7.061458110809326
2,0.039915066212415695,7.005686283111572,0.03821989521384239,6.96833610534668
3,0.0398932509124279,6.934725284576416,0.03821989521384239,6.921051502227783
4,0.039827801287174225,6.893536567687988,0.03821989521384239,6.895130634307861
5,0.03987143561244011,6.869903564453125,0.03821989521384239,6.87972354888916
6,0.039827801287174225,6.851212024688721,0.03821989521384239,6.8701019287109375
7,0.039849620312452316,6.839085578918457,0.03821989521384239,6.862982273101807
8,0.03996596857905388,6.829792499542236,0.03821989521384239,6.858666896820068
9,0.039980512112379074,6.823313236236572,0.03821989521384239,6.855320453643799
10,0.03987870737910271,6.818345546722412,0.03821989521384239,6.8536224365234375
11,0.039856892079114914,6.813413143157959,0.03821989521384239,6.8518877029418945
12,0.039704181253910065,6.8098530769348145,0.03821989521384239,6.850804328918457
13,0.0398932509124279,6.807494163513184,0.03821989521384239,6.850196838378906
14,0.039885979145765305,6.804198265075684,0.03821989521384239,6.8498854637146
15,0.0399077944457531,6.801684379577637,0.03821989521384239,6.849193572998047
16,0.03983507677912712,6.801194667816162,0.03821989521384239,6.849109172821045
17,0.03979144245386124,6.798819065093994,0.03821989521384239,6.84895658493042
18,0.03981325775384903,6.797020435333252,0.03821989521384239,6.848818302154541
19,0.03987870737910271,6.79572057723999,0.03821989521384239,6.849204063415527
